timestamp,AAVE,ADA,BTC,DOGE,ETH,SOL
2023-04-14 03:00:00+00:00,1,1,0,1,1,1
2023-04-15 21:00:00+00:00,1,1,0,1,1,1
2023-04-16 09:00:00+00:00,1,1,0,1,0,1
2023-04-17 06:00:00+00:00,0,1,0,1,0,1
2023-04-17 09:00:00+00:00,0,0,0,1,0,1
2023-04-19 09:00:00+00:00,0,0,0,1,0,1
2023-04-19 12:00:00+00:00,0,0,0,1,0,1
2023-04-19 18:00:00+00:00,0,0,0,0,0,1
2023-04-26 15:00:00+00:00,0,1,0,0,0,0
2023-04-26 21:00:00+00:00,0,1,0,0,0,0
2023-04-28 18:00:00+00:00,0,1,0,0,0,0
2023-04-29 21:00:00+00:00,0,1,0,0,0,0
2023-04-30 09:00:00+00:00,0,0,0,0,0,1
2023-05-01 00:00:00+00:00,0,0,0,0,0,1
2023-05-01 18:00:00+00:00,0,0,0,0,0,1
2023-05-03 21:00:00+00:00,1,0,0,0,0,0
2023-05-04 21:00:00+00:00,1,0,0,0,1,0
2023-05-05 18:00:00+00:00,1,0,0,0,1,0
2023-05-06 18:00:00+00:00,1,0,0,0,1,0
2023-05-07 06:00:00+00:00,0,0,0,0,1,0
2023-05-18 03:00:00+00:00,0,0,0,1,0,0
2023-05-18 12:00:00+00:00,1,0,1,1,0,0
2023-05-19 03:00:00+00:00,1,0,1,1,0,0
2023-05-19 06:00:00+00:00,1,0,1,1,0,0
2023-05-19 18:00:00+00:00,1,0,0,1,0,0
2023-05-21 18:00:00+00:00,0,0,0,1,0,0
2023-05-23 09:00:00+00:00,0,0,1,0,0,0
2023-05-23 15:00:00+00:00,0,0,1,0,1,0
2023-05-24 18:00:00+00:00,0,0,1,0,1,0
2023-05-26 15:00:00+00:00,0,0,0,0,1,0
2023-05-26 21:00:00+00:00,1,0,0,0,1,0
2023-05-28 03:00:00+00:00,1,1,0,0,1,0
2023-05-28 06:00:00+00:00,1,1,0,0,1,1
2023-05-28 12:00:00+00:00,1,1,1,0,1,1
2023-05-28 18:00:00+00:00,1,1,1,1,1,1
2023-05-29 00:00:00+00:00,1,1,1,1,1,1
2023-05-30 09:00:00+00:00,1,1,1,1,1,1
2023-05-31 03:00:00+00:00,0,1,1,1,1,1
2023-05-31 06:00:00+00:00,0,1,1,1,0,1
2023-05-31 09:00:00+00:00,0,1,0,1,0,1
2023-06-01 09:00:00+00:00,0,1,0,0,0,1
2023-06-02 21:00:00+00:00,0,0,1,0,0,1
2023-06-05 18:00:00+00:00,0,0,1,0,0,1
2023-06-06 03:00:00+00:00,0,0,0,0,0,1
2023-06-07 06:00:00+00:00,0,0,0,0,1,0
2023-06-09 03:00:00+00:00,0,0,0,0,1,0
2023-06-13 00:00:00+00:00,1,0,0,0,0,0
2023-06-15 00:00:00+00:00,1,0,0,0,0,0
2023-06-15 06:00:00+00:00,1,0,0,0,0,0
2023-06-16 21:00:00+00:00,0,0,0,0,1,0
2023-06-17 00:00:00+00:00,0,0,0,0,1,0
2023-06-17 06:00:00+00:00,1,0,0,0,1,0
2023-06-19 06:00:00+00:00,1,0,0,0,1,0
2023-06-20 15:00:00+00:00,1,0,0,0,0,0
2023-06-21 03:00:00+00:00,1,0,0,0,0,0
2023-06-21 15:00:00+00:00,1,0,0,0,1,0
2023-06-21 18:00:00+00:00,1,0,0,0,1,0
2023-06-22 00:00:00+00:00,1,0,0,1,1,0
2023-06-22 03:00:00+00:00,1,0,0,1,1,0
2023-06-22 06:00:00+00:00,1,1,0,1,1,0
2023-06-23 12:00:00+00:00,1,1,0,1,1,0
2023-06-23 15:00:00+00:00,1,1,0,1,0,0
2023-06-23 18:00:00+00:00,0,1,0,1,0,1
2023-06-25 03:00:00+00:00,1,1,0,1,0,1
2023-06-25 09:00:00+00:00,1,1,0,1,0,1
2023-06-25 15:00:00+00:00,1,1,0,1,0,1
2023-06-26 18:00:00+00:00,1,1,0,0,0,1
2023-06-26 21:00:00+00:00,1,1,0,0,0,0
2023-06-28 03:00:00+00:00,0,1,0,0,0,0
2023-06-30 00:00:00+00:00,0,0,0,0,0,1
2023-06-30 18:00:00+00:00,0,0,0,0,0,1
